indirizzo,immagine,url,abstract_text,abstract,nome,lon,modifica,link,lat
lunedì 4 ottobre 2021 dalle 10.00 alle 11.00 Colle di Miravalle,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/incontro-pubblico-anniversario/1734176-1-ita-IT/Incontro-pubblico-anniversario.jpg,https://www.comune.rovereto.tn.it/openpa/object/134030,La Campana dei Caduti venne ideata dal sacerdote roveretano don Antonio Rossaro per onorare i Caduti di tutte le guerre e per invocare pace e fratellanza.,<p>La Campana dei Caduti venne ideata dal sacerdote roveretano don Antonio Rossaro per onorare i Caduti di tutte le guerre e per invocare pace e fratellanza.</p>,96° Anniversario del primo suono di Maria Dolens,11.04017,2021-10-01,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134030,45.874144
martedì 28 settembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/un-percorso-tra-salute-speranza-e-creativita3/1730722-2-ita-IT/Un-percorso-tra-salute-speranza-e-creativita.png,https://www.comune.rovereto.tn.it/openpa/object/133810,Relatrice: Marina Negri fisioterapista,<p>Relatrice: Marina Negri fisioterapista</p>,"""Coltivare la sicurezza: introduzione al sistema di coinvolgimento sociale"". Teoria Polivagale",11.043673,2021-09-17,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133810,45.893237
domenica 26 settembre 2021 dalle17 alle 19.30 Teatro Riccardo Zandonai Corso Bettini 78,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/dramma-giocoso2/1720149-2-ita-IT/Dramma-giocoso.jpg,https://www.comune.rovereto.tn.it/openpa/object/132880,Dramma giocoso in due atti,<p>Dramma giocoso in due atti</p>,Settimana Mozartiana: Wolfgang Amadeus Mozart  Don Giovanni (Il dissoluto punito),11.043633,2021-09-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132880,45.893133
sabato 25 settembre 2021 dalle 15.30 alle 18.00 Colle di Miravalle Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/camminata/1731618-1-ita-IT/Camminata.jpg,https://www.comune.rovereto.tn.it/openpa/object/133864,FESTIVAL CULTURALE “PER UN DOMANI PIÙ EQUO”,<p>FESTIVAL CULTURALE “PER UN DOMANI PIÙ EQUO”</p>,Contiamo su di te! - è ora di scegliere - S.O.S. - teniamoci!,11.038878,2021-09-23,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133864,45.873988
sabato 25 settembre 2021 dalle 8.30 alle 12.00 Piazza Filzi e Parco San Giorgio - 38068 Rovereto TN,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/incontro-ecologico/1731917-1-ita-IT/incontro-ecologico.png,https://www.comune.rovereto.tn.it/openpa/object/133876,"29^ edizione di &quot,Puliamo il mondo&quot, di Legambiente","<p>29^ edizione di &quot,Puliamo il mondo&quot, di Legambiente</p>","""Puliamo il nostro quartiere""",11.018019,2021-09-24,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133876,45.884602
venerdì 24 settembre 2021 dalle 20.45 alle 23.15 Teatro Riccardo Zandonai Corso Bettini 78,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/dramma-giocoso/1720114-2-ita-IT/dramma-giocoso.jpg,https://www.comune.rovereto.tn.it/openpa/object/132879,Dramma giocoso in due atti,<p>Dramma giocoso in due atti</p>,Settimana Mozartiana: Wolfgang Amadeus Mozart Don Giovanni (Il dissoluto punito),11.043633,2021-09-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132879,45.893133
giovedì 23 settembre 2021 dalle 18.30 alle 19.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/un-percorso-tra-salute-speranza-e-creativita2/1730687-1-ita-IT/Un-percorso-tra-salute-speranza-e-creativita.png,https://www.comune.rovereto.tn.it/openpa/object/133809,Relatrice: Dott.ssa Isabella Chirico,<p>Relatrice: Dott.ssa Isabella Chirico</p>,"""La gestione delle emozioni: una visione antropologica""",11.043673,2021-09-17,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133809,45.893237
martedì 21 settembre 2021 dalle 19.30 alle 20.30 Su piattaforma ZOOM,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/un-percorso-tra-salute-speranza-e-creativita/1728862-2-ita-IT/Un-percorso-tra-salute-speranza-e-creativita.png,https://www.comune.rovereto.tn.it/openpa/object/133693,Relatore: Dr. Daniel Lumera,<p>Relatore: Dr. Daniel Lumera</p>,"""La lezione della farfalla: 7 consapevolezze per un mondo nuovo""",11.043673,2021-09-15,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133693,45.893237
domenica 19 settembre  2021 dalle 17.30 alle 18.30  Piazzale Oratorio di Marco,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/concerto-bandistico15/1719729-1-ita-IT/concerto-bandistico.jpg,https://www.comune.rovereto.tn.it/openpa/object/132868,Rovereto Estate Musica,<p>Rovereto Estate Musica</p>,Concerto di fine stagione,11.007078,2021-07-15,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132868,45.841963
domenica 19 settembre 2021 dalle 11 alle 12  Chiesa di San Marco piazza San Marco,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/concerto104/1719974-2-ita-IT/concerto.jpg,https://www.comune.rovereto.tn.it/openpa/object/132875,concerto,<p>concerto</p>,Settimana Mozartiana: Mozart Boys&Girls & Friends & Mozartkinder di Chemnitz,11.045524,2021-07-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132875,45.888686
sabato 18 settembre 2021 dalle 20.30 alle 21.30 Cortile Urbano Via Roma,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/concerto100/1719655-4-ita-IT/concerto.jpg,https://www.comune.rovereto.tn.it/openpa/object/132864,Rovereto Estate Musica,<p>Rovereto Estate Musica</p>,Sovversamba in concerto,11.042864,2021-09-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132864,45.889396
sabato 18 settembre 2021   dalle 17.30 alle 18.30  Chiesa di San Marco piazza San Marco,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/concerto103/1719939-1-ita-IT/concerto.jpg,https://www.comune.rovereto.tn.it/openpa/object/132874,concerto,<p>concerto</p>,Settimana Mozartiana: Quintetto Athesis Clarainetto e archi,11.045524,2021-07-15,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132874,45.888686
Sabato 18 settembre  2021   dalle 15 alle 17   Piazza Antonio Rosmini,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/visita-guidata102/1720269-1-ita-IT/visita-guidata.jpg,https://www.comune.rovereto.tn.it/openpa/object/132890,Rovereto Mozartiana : Visita guidata con Fulvio Zanoni e Giorgio Raponi,<p>Rovereto Mozartiana : Visita guidata con Fulvio Zanoni e Giorgio Raponi</p>,Settimana Mozartiana: Visita guidata a cura di Fulvio Zanoni e Giorgio Raponi,11.043727,2021-07-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132890,45.890999
venerdì 17 settembre 2021 dalle 19.30 alle 23.00 circa Via Roma - cortile Urbano,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/cena-spettacolo-in-centro-storico/1726713-1-ita-IT/cena-spettacolo-in-centro-storico.png,https://www.comune.rovereto.tn.it/openpa/object/133606,Una grande tavola nel cuore di Rovereto,<p>Una grande tavola nel cuore di Rovereto</p>,...c'era una volta Rovereto,11.042944,2021-09-15,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133606,45.889392
venerdì 17 settembre 2021 dalle 18 alle 19.30 Parco Fedrigotti Borgo Sacco ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/letture-e-spettacolo3/1728713-4-ita-IT/letture-e-spettacolo.png,https://www.comune.rovereto.tn.it/openpa/object/133685,Una giornata dedicata alla commedia Sogno di una notte di mezza estate,<p>Una giornata dedicata alla commedia Sogno di una notte di mezza estate</p>,Il sogno. Shakespeare al Parco Fedrigotti,11.020001,2021-09-10,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133685,45.884433
venerdì 17 settembre 2021 dalle 11.30 alle 12.30  Chiesa di San Marco piazza San Marco,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/concerto102/1719869-3-ita-IT/concerto.jpg,https://www.comune.rovereto.tn.it/openpa/object/132872,"I Mozart Boys&amp,Girls ospiteranno un gruppo di Mozartkinder","<p>I Mozart Boys&amp,Girls ospiteranno un gruppo di Mozartkinder</p>",Settimana Mozartiana: Mozart Boys&Girls & Friends,11.045524,2021-07-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132872,45.888686
venerdì 17 settembre 2021   dalle 9.30 alle 11.30 Piazza Antonio Rosmini,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/visita-guidata101/1720230-1-ita-IT/visita-guidata.jpg,https://www.comune.rovereto.tn.it/openpa/object/132887,Rovereto Mozartiana : Visita guidata con Fulvio Zanoni e Giorgio Raponi,<p>Rovereto Mozartiana : Visita guidata con Fulvio Zanoni e Giorgio Raponi</p>,Settimana Mozartiana: Visita guidata a cura di Fulvio Zanoni e Giorgio Raponi,11.043727,2021-07-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132887,45.890999
giovedì 16 settembre 2021 Gratuito Corso Bettini - Mart Sala Conferenze,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/mart-cinema/1728678-1-ita-IT/MART-cinema.jpg,https://www.comune.rovereto.tn.it/openpa/object/133684,Il Mart presenta il docufilm Leonardo contro il progetto,<p>Il Mart presenta il docufilm Leonardo contro il progetto</p>,Leonardo contro il progetto,11.043673,2021-09-16,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133684,45.893237
domenica 12 settembre 2021 dalle 20.30 alle 21.45 Auditorium Melotti - Corso Bettini 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/holland-dance-onassis-stegi-skaanes-dansteater-fnd-aterballetto-olanda-grecia-svezia-italia/1728054-1-ita-IT/Holland-dance-Onassis-Stegi-Skaanes-Dansteater-FND-Aterballetto-Olanda-Grecia-Svezia-Italia.jpg,https://www.comune.rovereto.tn.it/openpa/object/133664,Mixed Doubles,<p><strong>Mixed Doubles</strong></p>,Faizah Grootens Venetsiana Kalampaliki Diego Tortelli Roser López Espinosa,11.044189,2021-09-08,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133664,45.893753
Sabato 11 settembre  2021 ore 11.00 e ore 17.00 dalle 11 alle 12 e dalle 17 alle 18  2 spettacoli  Centro di Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/danza10/1718949-3-ita-IT/danza.jpg,https://www.comune.rovereto.tn.it/openpa/object/132791,Oplà la danza in piazza - Oriente Occidente,<p>Oplà la danza in piazza - Oriente Occidente</p>,Juliette on the Road Loredana Parrella  ,11.04376,2021-09-03,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132791,45.890064
venerdì 10 settembre 2021 dalle 20.30 alle 22.15 Auditorium Melotti - Corso Bettini 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/guardando-negli-abissi-del-tempo-la-mente-e-preda-di-vertigini-che-la-stordiscono/1727786-1-ita-IT/Guardando-negli-abissi-del-tempo-la-mente-e-preda-di-vertigini-che-la-stordiscono.jpg,https://www.comune.rovereto.tn.it/openpa/object/133655, FIGLI DI UN DIO UBRIACO. Incursioni fisiche sui Madrigali di Claudio Monteverdi,<p><strong> FIGLI DI UN DIO UBRIACO. Incursioni fisiche sui Madrigali di Claudio Monteverdi</strong></p>, Michela Lucenti Balletto Civile - Italia,11.044189,2021-09-07,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133655,45.893753
Venerdì 10 settembre 2021 dalle 18 alle 19 Largo Vittime delle Foibe ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/danza9/1718914-2-ita-IT/danza.jpg,https://www.comune.rovereto.tn.it/openpa/object/132790,Oplà la danza in piazza - Oriente Occidente,<p>Oplà la danza in piazza - Oriente Occidente</p>, Ivona  Pablo Girolami ,11.042274,2021-09-06,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132790,45.889355
mercoledì 8 settembre 2021 dalle 20.30 alle 21.30 Auditorium Melotti - Corso Bettini 38068 Rovereto,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/wang-ramirez-francia/1727611-2-ita-IT/Wang-Ramirez-Francia.jpg,https://www.comune.rovereto.tn.it/openpa/object/133650,YouMe. You are you and me I'm me,<p><strong>YouMe. You are you and me I'm me</strong></p>,Honji Wang Sébastien Ramirez,11.044189,2021-09-07,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133650,45.893753
martedì 7 settembre 2021 dalle 20.30 alle 22.30 Teatro Zandonai - Corso Bettini ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/prima-nazionale-coproduzione-oriente-occidente/1727536-1-ita-IT/Prima-nazionale-coproduzione-Oriente-Occidente.jpg,https://www.comune.rovereto.tn.it/openpa/object/133647,The missing door and The lost roomEvento segnalato da Oriente Occidente Dance Festival ,"<p class="" text-left""><strong>The missing door and The lost room</strong></p><p class="" text-left"">Evento segnalato da <a  href=""https://www.crushsite.it/it/danza-teatro/oriente-occidente.html"" title=""Link a Oriente Occidente Dance Festival "" >Oriente Occidente Dance Festival </a></p>",Gabriela Carrizo e Franck Chartier / Peeping Tom: Diptych,11.043663,2021-09-07,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133647,45.892965
Lunedì 6 settembre  2021  dalle 18 alle 19 Cortile Urbano Via Roma ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/spettacolo-per-bambini17/1718390-1-ita-IT/spettacolo-per-bambini.jpg,https://www.comune.rovereto.tn.it/openpa/object/132752,Due eccentrici panettieri con velleità circensi iniziano a far lievitare dall'impasto del pane scherzi e giochi di ogni sorta ...,<p>Due eccentrici panettieri con velleità circensi iniziano a far lievitare dall'impasto del pane scherzi e giochi di ogni sorta ...</p>,Clown spaventa panettieri,11.042853,2021-07-13,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132752,45.889444
lunedì 6 settembre  2021 ore 17.00 e ore 19.00 dalle 17 alle 18 e dalle 19 alle 20  Piazzale Caduti sul lavoro Vicolo Tintori,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/danza7/1718844-1-ita-IT/danza.jpg,https://www.comune.rovereto.tn.it/openpa/object/132788,Oplà la danza in piazza - Oriente Occidente,<p>Oplà la danza in piazza - Oriente Occidente</p>,Colokolo,11.04406,2021-09-06,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132788,45.886087
da Luglio a Ottobre  per le vie del centro storico della città,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/iniziative-nel-centro-storico-della-citta/1721305-1-ita-IT/Iniziative-nel-centro-storico-della-citta.jpg,https://www.comune.rovereto.tn.it/openpa/object/133032,Shopping e cultura,<p>Shopping e cultura</p>,Rovereto INtrecci di Farfalle,11.043776,2021-09-24,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133032,45.89012
 Dalle 15.00 Museo di Scienze e Archeologia,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/laboratori-di-robotica-al-lego-c-education-innovation-studio-con-gli-esperti-del-museo/1714960-1-ita-IT/Laboratori-di-robotica-al-LEGO-C-Education-Innovation-Studio-con-gli-esperti-del-museo.jpg,https://www.comune.rovereto.tn.it/openpa/object/132577,Laboratori di robotica al LEGO© Education Innovation Studio con gli esperti del museo,<p>Laboratori di robotica al LEGO© Education Innovation Studio con gli esperti del museo</p>,Robotic Lab,11.03869,2021-07-07,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/132577,45.889941
 venerdì dalle 15 alle 18.30 - sabato e domenica dalle 10 alle 18.30 Sempre aperto per i gruppi e le scolaresche (previa prenotazione) nel giardino ex asilo nido Manifattura - Rovereto Borgo Sacco via delle Zigherane,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/applicazioni2/openagenda/eventi/dinosauri-in-carne-e-ossa/1702405-1-ita-IT/Dinosauri-in-carne-e-ossa.jpg,https://www.comune.rovereto.tn.it/openpa/object/131504,Ritorna la mostra Dinosauri in carne e ossa dal 7 maggio 2021 fino al 10 ottobre 2021,<p>Ritorna la mostra <strong><em>Dinosauri in carne e ossa</em></strong> dal 7 maggio 2021 fino al 10 ottobre 2021</p>,Mostra dinosauri in carne e ossa - edizione 2021,11.022913,2021-09-17,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/131504,45.882585
"Mercoledì 06 ottobre 2021, ore 17.30, ore 21.00, Sala conferenze Mart, Auditorium “Fausto Melotti”  ",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/8mm-di-storia2/1733106-1-ita-IT/8mm-di-storia.jpg,https://www.comune.rovereto.tn.it/openpa/object/133945,Rovereto dagli anni Venti agli anni Ottanta nei film d’autore e amatoriali,<p>Rovereto dagli anni Venti agli anni Ottanta nei film d’autore e amatoriali</p>,8mm di storia,,2021-09-28,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133945,
"Mercoledì 06 ottobre 2021, ore 17.30, ore 21.00, Sala conferenze Mart, Auditorium “Fausto Melotti”  ",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/8mm-di-storia.-rovereto-dagli-anni-venti-agli-anni-ottanta-nei-film-d-autore-e-amatoriali/1733106-1-ita-IT/8mm-di-storia.-Rovereto-dagli-anni-Venti-agli-anni-Ottanta-nei-film-d-autore-e-amatoriali.jpg,https://www.comune.rovereto.tn.it/openpa/object/133943,Rassegna cinematografica presso l'Auditorium Melotti del Mart di Rovereto dal 6 all'8 ottobre.,<p>Rassegna cinematografica presso l'Auditorium Melotti del Mart di Rovereto dal 6 all'8 ottobre.</p>,8mm di storia. Rovereto dagli anni Venti agli anni Ottanta nei film d’autore e amatoriali,,2021-09-29,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/133943,
"12 novembre 2021 ore 15.00, Scuola civica musicale ""Riccardo Zandonai""  ",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/laboratorio-di-poesia-e-musica/1740342-1-ita-IT/Laboratorio-di-poesia-e-musica.jpg,https://www.comune.rovereto.tn.it/openpa/object/134486,"Laboratorio di musica e poesia gli studenti della scuola musicale cittadina, in occasione della manifestazione &quot,O dolce notte&quot,, dedicata a Riccardo Zandonai.","<p>Laboratorio di musica e poesia gli studenti della scuola musicale cittadina, in occasione della manifestazione &quot,O dolce notte&quot,, dedicata a Riccardo Zandonai.</p>",Laboratorio di poesia e musica,,2021-11-04,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/134486,
dal 16 al 18 aprile 2022  ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/festivita-pasquali-2022/1772569-2-ita-IT/FESTIVITA-PASQUALI-2022.png,https://www.comune.rovereto.tn.it/openpa/object/136432,La biblioteca chiude il 16 aprile alle 13.00 e riaprirà il 19 aprile alle 8.30. Buona Pasqua a tutti!,<p>La biblioteca chiude il 16 aprile alle 13.00 e riaprirà il 19 aprile alle 8.30. Buona Pasqua a tutti!</p>,FESTIVITÀ PASQUALI 2022,,2022-04-14,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/136432,
Rovereto  ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/entra-in-comune/comunicazioni/rovereto-estate-2022/1366207-3-ita-IT/ROVERETO-ESTATE-2022.jpg,https://www.comune.rovereto.tn.it/openpa/object/117857,Gli eventi estivi di Rovereto,<p>Gli eventi estivi di Rovereto</p>,ROVERETO ESTATE 2022,,2022-06-09,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/117857,
"Lunedì 13 giugno ore 18.00, Biblioteca Civica ""Tartarotti"" - Cortile della piramide  ",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/nuova-sezione-manga/1782961-2-ita-IT/Nuova-sezione-Manga.jpg,https://www.comune.rovereto.tn.it/openpa/object/137111,Incontro di presentazione della nuova Sezione manga della Biblioteca civica di Rovereto,<p>Incontro di presentazione della nuova <i>Sezione</i><i> manga</i> della Biblioteca civica di Rovereto</p>,Nuova sezione Manga,,2022-06-06,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/137111,
"Sabato 18 giugno 2022 dalle 10.00 alle 11.15, Biblioteca Civica ""G. Tartarotti"" - Sala Bambini  ",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/buongiorno-in-biblioteca-letture-ad-alta-voce/1784244-1-ita-IT/Buongiorno-in-biblioteca-letture-ad-alta-voce.png,https://www.comune.rovereto.tn.it/openpa/object/137177,Titoli dalla selezione trentina per la più recente bibliografia Nati per Leggere: piccoli libri per lettori in crescita.,<p>Titoli dalla selezione trentina per la più recente bibliografia Nati per Leggere: piccoli libri per lettori in crescita.</p>,Buongiorno in biblioteca: letture ad alta voce,,2022-06-09,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/137177,
Dal 6 al 22 maggio 2022 - Biblioteca Civica Rovereto - Sala multimediale  ,https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/s-mimetizzati-nascosti-o-esposti.-nascondono-o-rivelano-cio-che-li-distingue/1775747-1-ita-IT/S-mimetizzati-nascosti-o-esposti.-Nascondono-o-rivelano-cio-che-li-distingue.jpg,https://www.comune.rovereto.tn.it/openpa/object/136652,Mostra con opere di Claudia Dolci e testi di Rachele Villani,<p>Mostra con opere di Claudia Dolci e testi di Rachele Villani</p>,(S)mimetizzati: nascosti o esposti. Nascondono o rivelano ciò che li distingue?,,2022-05-03,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/136652,
"Sabato 16 luglio 2022 dalle 10.00 alle 11.15, Biblioteca Civica ""G. Tartarotti"" - Sala Bambini   ",https://www.comune.rovereto.tn.it/var/rovereto/storage/images/biblioteca/eventi-e-attivita/buongiorno-in-biblioteca/1787443-1-ita-IT/Buongiorno-in-biblioteca.png,https://www.comune.rovereto.tn.it/openpa/object/137368,Letture ad alta voce per bambine e bambini da 1 a 3 anni,<p>Letture ad alta voce per bambine e bambini da 1 a 3 anni</p>,Buongiorno in biblioteca,,2022-06-24,http://www.comune.rovereto.tn.it/api/opendata/v2/content/read/137368,
